the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000001D32C7ED35F654C0636ACC9D39BD4140,73988,0101000020110F000061CF0C3F86CD61C1FDB25BA1F4215041,73364,>1m <=5m,ATBI DATABASE,,1446864612000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241689,3929815,35.478314,-83.847037,Lake Cheoah-Little Tennessee River,Twentymile Creek,2037.833496,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864612000,GRSM,UNR,,2,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020297600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000019ABA5CA21C654C0A5242AAF30CB4140,74133,0101000020110F00003B4304F1B0A461C1703B51BC87305041,73502,>1m <=5m,ATBI DATABASE,,1446864688000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310117,3940210,35.587416,-83.095809,Upper Cataloochee Creek,McKee Branch,3616.123291,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864688000,GRSM,UNR,,7,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DC3FDF410CC654C0D637DE9427CA4140,74134,0101000020110F000031DA03A79EA461C11EF54DE3722F5041,73503,>1m <=5m,ATBI DATABASE,,1446864689000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310217,3939310,35.579326,-83.094494,Upper Cataloochee Creek,,4309.170898,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864689000,GRSM,UNR,,7,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B195BDAD9C654C024719B18AEC94140,74131,0101000020110F00009CD1CC434DA561C1D8A89507F42E5041,73500,>1m <=5m,ATBI DATABASE,,1446864687000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309071,3938923,35.575619,-83.107043,Upper Cataloochee Creek,Double Gap Branch,4174.820801,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864687000,GRSM,UNR,,8,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000065AD67BCD8C354C00D249185C1CB4140,74142,0101000020110F00000DAAB40DC0A261C177D972001F315041,73510,>1m <=5m,ATBI DATABASE,,1446864692000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313363,3940632,35.591836,-83.0601,Lower Johnathans Creek,,4338.147461,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864692000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000096AB270CADC754C07370CA8BB5C74140,74128,0101000020110F00005176E6A100A661C1B2E4533AE52C5041,73497,>1m <=5m,ATBI DATABASE,,1446864686000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307866,3937240,35.560221,-83.119933,Upper Cataloochee Creek,Big Bald Branch,5104.569824,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864686000,GRSM,UNR,,7,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,904953600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E6D27906EDC854C0760B847463CB4140,74120,0101000020110F0000A43CC26310A761C1476250C2BC305041,73491,>1m <=5m,ATBI DATABASE,,1446864683000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306165,3940467,35.588966,-83.139463,Upper Cataloochee Creek,Hurricane Creek,3686.058838,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864683000,GRSM,UNR,,6,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A21618EC25C954C0333B4E7B51CB4140,74119,0101000020110F00005EC657B640A761C15F47EFFCA9305041,73490,>1m <=5m,ATBI DATABASE,,1446864682000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305849,3940413,35.588417,-83.142936,Upper Cataloochee Creek,Hurricane Creek,3959.977783,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864682000,GRSM,UNR,,5,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898041600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EAA7B6D682C854C0CDC29B9862CC4140,74123,0101000020110F0000F1AF9434B6A661C1CA20393CC7315041,73493,>1m <=5m,ATBI DATABASE,,1446864684000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306771,3941318,35.596752,-83.132982,Upper Cataloochee Creek,Hurricane Creek,3280.323242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864684000,GRSM,UNR,,8,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901497600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000596B51C70CC854C0338027957FCC4140,74125,0101000020110F0000E06FD7EF51A661C1DF0CDD82E5315041,73495,>1m <=5m,ATBI DATABASE,,1446864685000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307426,3941402,35.597637,-83.125776,Upper Cataloochee Creek,Jim Branch,3341.661621,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864685000,GRSM,UNR,,4,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898646400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F3954503E6C854C0413D435934CD4140,74121,0101000020110F00000064176F0AA761C1A5C27153A2325041,73492,>1m <=5m,ATBI DATABASE,,1446864683000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306238,3942040,35.603153,-83.139035,Upper Cataloochee Creek,,3728.598145,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864683000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BFA08F763FC854C02C05D7EE34CD4140,74124,0101000020110F0000D731B8FB7CA661C1C4E3AFEFA2325041,73494,>1m <=5m,ATBI DATABASE,,1446864684000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307159,3942022,35.603171,-83.12887,Upper Cataloochee Creek,Hurricane Creek,3077.348633,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864684000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000045221E30BFCB54C03AB5DF4CDFCE4140,74116,0101000020110F0000C93700B975A961C1B1BEEB5660345041,73487,>1m <=5m,ATBI DATABASE,,1446864680000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302238,3943574,35.616183,-83.18354,Straight Fork Raven Fork,Right Prong Ledge Creek,4672.271484,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864680000,GRSM,UNR,,5,,,Spruce Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999129600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005FD846AECECD54C053C8C78ED0CF4140,74113,0101000020110F000026A6F3B835AB61C18B3E84665C355041,73484,>1m <=5m,ATBI DATABASE,,1446864679000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299340,3944456,35.623545,-83.215736,Straight Fork Raven Fork,Straight Fork Raven Fork,3348.5354,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864679000,GRSM,UNR,,7,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999129600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000199D8701D5CF54C0A207A6E95FCE4140,74106,0101000020110F000097B4ACEFEDAC61C10013C441DB335041,73476,>1m <=5m,ATBI DATABASE,,1446864675000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,296446,3943273,35.612295,-83.247372,Upper Raven Fork,,4320.362793,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864675000,GRSM,UNR,,9,,,Enloe Creek Trail,Straight Fork Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000001165DF7DC4CE54C0E9975D37F2CE4140,74107,0101000020110F000031F4607D06AC61C10B480B1A74345041,73477,>1m <=5m,ATBI DATABASE,,1446864675000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297964,3943734,35.61676,-83.230739,Straight Fork Raven Fork,Hyatt Creek,3685.529297,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864675000,GRSM,UNR,,4,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,998870400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C1EB2988EDD654C04977DF4A19CB4140,74103,0101000020110F0000609756B6F4B261C1C3646F4E6F305041,73473,>1m <=5m,ATBI DATABASE,,1446864673000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286334,3940669,35.586703,-83.358244,Upper Oconaluftee River,Oconaluftee River,2761.807373,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864673000,GRSM,UNR,,3,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000007988BB8407D754C0091E3F5122CB4140,74102,0101000020110F0000E2F45DC80AB361C1A55F45BB78305041,73472,>1m <=5m,ATBI DATABASE,,1446864672000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286191,3940703,35.586978,-83.35983,Upper Oconaluftee River,Oconaluftee River,2753.800293,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864672000,GRSM,UNR,,7,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000404F45225BD354C01147635C0DC14140,74104,0101000020110F000053A11D1DECAF61C14581D9A1F2255041,73474,>1m <=5m,ATBI DATABASE,,1446864673000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291188,3931842,35.508213,-83.302433,Lower Oconaluftee River,Oconaluftee River,2009.75,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864673000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924566400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002110346E23DD54C01208C2B55DC34140,74097,0101000020110F000058717D033BB861C10D73EDB65C285041,73467,>1m <=5m,ATBI DATABASE,,1446864669000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277373,3934182,35.52629,-83.455283,Noland Creek,,4284.936523,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864669000,GRSM,UNR,,2,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000003BB117A2B4DD54C085C5AFFF4AC24140,74093,0101000020110F0000D8509655B6B861C108C0450D3E275041,73463,>1m <=5m,ATBI DATABASE,,1446864667000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276546,3933272,35.517907,-83.464146,Noland Creek,Noland Creek,3276.456543,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864667000,GRSM,UNR,,8,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087171200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A1C46D88DFDD54C09E009125C3C14140,74091,0101000020110F00007687E3C4DAB861C1E04FF04CB0265041,73461,>1m <=5m,ATBI DATABASE,,1446864666000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276297,3932818,35.513761,-83.466764,Noland Creek,Noland Creek,3245.341309,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864666000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001655D3B680DE54C00CC12DFC39C14140,74089,0101000020110F000037280EA963B961C1A306AE3021265041,73459,>1m <=5m,ATBI DATABASE,,1446864664000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275393,3932376,35.509575,-83.476602,Noland Creek,Noland Creek,3050.013184,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864664000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000427F4D485EDF54C06267002B64C04140,74087,0101000020110F000005AC9FD61FBA61C15DBE5A1D42255041,73457,>1m <=5m,ATBI DATABASE,,1446864663000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274148,3931683,35.50305,-83.490126,Noland Creek,Noland Creek,2808.346191,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864663000,GRSM,UNR,,5,,,Noland Creek Trail,Lakeview Drive East,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087516800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000082883226ADDF54C0A3F45C11C2C74140,74085,0101000020110F00001259E8D162BA61C11F7EF54CF22C5041,73455,>1m <=5m,ATBI DATABASE,,1446864662000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273873,3938079,35.560603,-83.494939,Noland Creek,,6402.121094,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864662000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,926380800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000522492FA88DF54C0539D262473D14140,74088,0101000020110F00000432B41944BA61C1543B7AC811375041,73458,>1m <=5m,ATBI DATABASE,,1446864664000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274286,3946474,35.636319,-83.492731,West Prong Little Pigeon River Upper,,2756.592285,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864664000,GRSM,UNR,,4,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E610000089BCB54415DE54C003C3B1EF49D74140,74092,0101000020110F000092481A6808B961C1AEF252482C3D5041,73462,>1m <=5m,ATBI DATABASE,,1446864666000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276468,3951483,35.681937,-83.470044,Baskins Creek,Baskins Creek,3186.712891,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864666000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000428A1B6671DE54C06CD56B10ECD64140,74090,0101000020110F0000FA3530A756B961C1EFF5DD21CA3C5041,73460,>1m <=5m,ATBI DATABASE,,1446864665000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275951,3951178,35.679072,-83.475667,Le Conte Creek,,2909.720947,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864665000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Interpretive Marker 1 Overlook,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000D527542B84DD54C05EF70400FCD64140,74096,0101000020110F0000B1CD842C8DB861C1668152CBDA3C5041,73466,>1m <=5m,ATBI DATABASE,,1446864668000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277263,3951199,35.679559,-83.461188,Roaring Fork,,3248.807617,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864668000,GRSM,UNR,,4,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000001167719E88DD54C0499A9D17F7D64140,74095,0101000020110F00009B06F8F390B861C11749ADA9D53C5041,73465,>1m <=5m,ATBI DATABASE,,1446864668000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277238,3951183,35.679409,-83.46146,Roaring Fork,,3262.703857,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864668000,GRSM,UNR,,9,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,871862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009411C4CAFFDD54C09F841A114ED74140,74094,0101000020110F00007F74B22AF6B861C1EA8BF199303D5041,73464,>1m <=5m,ATBI DATABASE,,1446864667000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276587,3951494,35.682063,-83.468733,Baskins Creek,Baskins Creek,3162.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864667000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Viola_rotundifolia,Viola  rotundifolia,42340,Round-leaf Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
