the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005ACC84C9CEF654C0DCAD8C1D7FBC4140,184926,0101000020110F00000950A61108CE61C1C32AE02032215041,184529,>1m <=5m,ATBI DATABASE,,1446923154000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240824,3929208,35.472622,-83.856367,Lake Cheoah-Little Tennessee River,Twentymile Creek,1807.704224,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923154000,GRSM,UNR,,2,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020297600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000006D14D1C351E154C042CF70475BC84140,184982,0101000020110F00007A258B0CC8BB61C1D8A34442922D5041,184586,>1m <=5m,ATBI DATABASE,,1446923187000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271559,3938657,35.565279,-83.520611,Forney Creek,Huggins Creek,6032.941406,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923187000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B1902317A8EE54C0ADB1D62031C84140,184961,0101000020110F000021EB31D61BC761C1AC5A3D40662D5041,184566,>1m <=5m,ATBI DATABASE,,1446923174000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252664,3939018,35.563992,-83.729005,Eagle Creek,Anthony Creek,4935.576172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923174000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000000B59BF943FED54C00AF4D011D5C84140,184965,0101000020110F00001FBFEFA7E9C561C1A8885B6B112E5041,184569,>1m <=5m,ATBI DATABASE,,1446923176000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254674,3939518,35.568996,-83.707002,Little River-Crooked Creek,Bee Cove Creek,5395.933594,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923176000,GRSM,UNR,,3,,,Appalachian Trail,Laurel Creek Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000C69DB46BA0E854C0B44D7C85EAC84140,184971,0101000020110F00006D922DCCFCC161C1734A52D1272E5041,184575,>1m <=5m,ATBI DATABASE,,1446923180000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261222,3939413,35.56965,-83.634787,Little River-Crooked Creek,Walkers Creek,4918.841309,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923180000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B2D46B94A4E854C0C39882A2EAC84140,184969,0101000020110F000032FE705400C261C17971A0EF272E5041,184573,>1m <=5m,ATBI DATABASE,,1446923178000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,North Carolina,261199,3939414,35.569654,-83.635041,Little River-Crooked Creek,Walkers Creek,4895.308105,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923178000,GRSM,UNR,,6,,,Appalachian Trail,Upper Tremont Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000BD5E53E0F7E854C004BF98FD1FC94140,184968,0101000020110F0000C012D71247C261C1ABAA8FA55F2E5041,184572,>1m <=5m,ATBI DATABASE,,1446923178000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260743,3939607,35.571282,-83.640125,Little River-Crooked Creek,,4517.581055,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923178000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000093949B784CE854C086D0B7C827C94140,184973,0101000020110F0000C62AC87FB5C161C19E19C3C8672E5041,184577,>1m <=5m,ATBI DATABASE,,1446923181000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261692,3939608,35.57152,-83.629663,Little River-Crooked Creek,Indian Flats Prong,4415.32959,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923181000,GRSM,UNR,,1,,,Appalachian Trail,Upper Tremont Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000010ED08DF4FE854C0AD6FD6A31AC94140,184972,0101000020110F00004C330963B8C161C10D99550F5A2E5041,184576,>1m <=5m,ATBI DATABASE,,1446923181000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261672,3939564,35.571119,-83.629871,Little River-Crooked Creek,Indian Flats Prong,4462.538574,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923181000,GRSM,UNR,,2,,,Appalachian Trail,Upper Tremont Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000021EDDFF201E954C092E17BF611C94140,184967,0101000020110F00003D7ACDA04FC261C1BDEDECFF502E5041,184571,>1m <=5m,ATBI DATABASE,,1446923177000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260686,3939561,35.570854,-83.64074,Little River-Crooked Creek,,4401.704102,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923177000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006A67D08451EA54C04B5C1347A8CD4140,184966,0101000020110F00006773BEA06CC361C1832B6F6C1B335041,184570,>1m <=5m,ATBI DATABASE,,1446923176000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258937,3943587,35.606691,-83.661221,Little River-Crooked Creek,Sams Creek,2716.58252,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923176000,GRSM,UNR,,6,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000BD973D945EF254C0DA495E4C1CCC4140,184945,0101000020110F0000B2C2471643CA61C1D1F5CBCF7D315041,184549,>1m <=5m,ATBI DATABASE,,1446923165000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247501,3942562,35.594607,-83.787019,Abrams Creek Upper,Rowans Creek,1899.265259,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923165000,GRSM,UNR,,4,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005112ADD098F554C0823A5727B6CA4140,184939,0101000020110F0000D56341CF00CD61C165F8E5C507305041,184543,>1m <=5m,ATBI DATABASE,,1446923161000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242896,3941480,35.583677,-83.837448,Abrams Creek Upper,Mill Creek,1781.698608,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923161000,GRSM,UNR,,8,,,Wet Bottom Trail,Forge Creek Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A1C3E4EF79F154C06E8AF1E8A6CA4140,184947,0101000020110F0000F457BDE680C961C17E809BDAF72F5041,184551,>1m <=5m,ATBI DATABASE,,1446923166000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248730,3941262,35.583212,-83.773063,Abrams Creek Upper,Rowans Creek,2953.086182,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923166000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EDA6F90251F154C0E71432D14CC84140,184948,0101000020110F0000E584B0245EC961C1AE65E228832D5041,184552,>1m <=5m,ATBI DATABASE,,1446923166000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248899,3939217,35.564837,-83.770565,Abrams Creek Upper,Russell Field Branch,4297.178223,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923166000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007153824C32F154C0A9FBC8F957C84140,184950,0101000020110F00009A36180F44C961C181D658CF8E2D5041,184554,>1m <=5m,ATBI DATABASE,,1446923168000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249070,3939250,35.565178,-83.768691,Abrams Creek Upper,,4359.021484,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923168000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000735CE6A432F154C0753085880DC84140,184949,0101000020110F0000EF352A5A44C961C1B5669416412D5041,184553,>1m <=5m,ATBI DATABASE,,1446923167000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249061,3938998,35.562906,-83.768712,Abrams Creek Upper,Russell Field Branch,4251.0625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923167000,GRSM,UNR,,6,,,Russell Field Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C518683C06F154C065A0A17510C84140,184951,0101000020110F0000C167E6A21EC961C15FFDAD24442D5041,184555,>1m <=5m,ATBI DATABASE,,1446923168000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249307,3939001,35.562995,-83.766001,Abrams Creek Upper,Russell Field Branch,4338.294922,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923168000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000000ED9D31DEAF054C02C723D4E34C84140,184952,0101000020110F0000FCFF24C106C961C1D0FE7891692D5041,184556,>1m <=5m,ATBI DATABASE,,1446923169000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249466,3939118,35.564089,-83.764285,Abrams Creek Upper,,4389.181641,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923169000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CF190294E7F054C0FA0FD7D433C84140,184665,0101000020110F0000D5B5409904C961C13A8BB912692D5041,184558,>1m <=5m,ATBI DATABASE,,1446923170000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249480,3939116,35.564075,-83.76413,Abrams Creek Upper,,4373.303711,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923170000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841104000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008622E288C3F054C0AB8744AE0FC84140,184954,0101000020110F0000FE18A7FCE5C861C120558954432D5041,184559,>1m <=5m,ATBI DATABASE,,1446923170000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249676,3938988,35.562972,-83.76193,Abrams Creek Upper,,4319.672363,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923170000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007EB0CB71C0F054C073051BA40EC84140,184955,0101000020110F0000471EC85CE3C861C13F39A73E422D5041,184560,>1m <=5m,ATBI DATABASE,,1446923171000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249693,3938984,35.56294,-83.761742,Abrams Creek Upper,,4321.245605,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923171000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000006AED502923F054C05D957DC420C84140,184958,0101000020110F0000998625C85DC861C1AC92672B552D5041,184563,>1m <=5m,ATBI DATABASE,,1446923173000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250565,3939021,35.563493,-83.752142,Abrams Creek Upper,Left Prong Anthony Creek,4598.480957,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923173000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841190400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004FFF405623F054C03A08D27620C84140,184957,0101000020110F00009BEF4FEE5DC861C1694350DA542D5041,184562,>1m <=5m,ATBI DATABASE,,1446923172000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250564,3939020,35.563484,-83.752153,Abrams Creek Upper,Left Prong Anthony Creek,4598.480957,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923172000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000391214B11BF054C02F86F0441DC84140,184959,0101000020110F0000FD1D157057C861C18E006984512D5041,184564,>1m <=5m,ATBI DATABASE,,1446923173000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250606,3939008,35.563386,-83.751686,Abrams Creek Upper,Left Prong Anthony Creek,4582.836914,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923173000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000EB1B8E6AB5F054C0C465238485C74140,184956,0101000020110F00002AAC00FFD9C861C16B04C315B32C5041,184561,>1m <=5m,ATBI DATABASE,,1446923171000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249741,3938518,35.558755,-83.761069,Eagle Creek,,3876.237305,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923171000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009D57ECF710F254C0935E3ED377C64140,184946,0101000020110F00009AB31C2C01CA61C18448F68B992B5041,184550,>1m <=5m,ATBI DATABASE,,1446923165000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247792,3937659,35.550525,-83.782282,Eagle Creek,Ivy Branch,4685.990234,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923165000,GRSM,UNR,,7,,,Appalachian Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,875059200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BF57358772F254C016AB14AFB0C54140,184944,0101000020110F0000B830A10754CA61C1BED108ADC92A5041,184548,>1m <=5m,ATBI DATABASE,,1446923164000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247233,3937000,35.544448,-83.788236,Eagle Creek,Lawson Gant Lot Branch,4536.442871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923164000,GRSM,UNR,,7,,,Appalachian Trail,Cades Cove Loop Road,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C9036B7E97F354C0FB6795BF19C54140,184940,0101000020110F000024637BD84CCB61C192996C222C2A5041,184544,>1m <=5m,ATBI DATABASE,,1446923162000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245597,3936535,35.539841,-83.806117,Abrams Creek Upper,,3811.82666,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923162000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E2860D8662F354C04800D91956C54140,184942,0101000020110F000057D9A8DB1FCB61C138049D206B2A5041,184546,>1m <=5m,ATBI DATABASE,,1446923163000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245896,3936731,35.541683,-83.802884,Abrams Creek Upper,Ekaneetlee Creek,4179.033691,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923163000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Houstonia_serpyllifolia,Houstonia  serpyllifolia,19363,Thyme-leaf Bluet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
