the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000045AEC4D16FE854C035A4C869EEB84140,165510,0101000020110F0000F29E3C85D3C161C1CD803B787A1D5041,165187,>1m <=5m,ATBI DATABASE,,1446912083000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,261121,3925551,35.444769,-83.631821,Lower Fontana Lake-Little Tennessee River,,1752.540771,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912083000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083110400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007EB0335595D754C0AC49ABB293CA4140,165545,0101000020110F000042A6C33983B361C1751377CAE32F5041,165224,>1m <=5m,ATBI DATABASE,,1446912103000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285395,3940239,35.582626,-83.368486,Upper Oconaluftee River,,3279.627686,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446912103000,GRSM,UNR,,9,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000008771F56B84D354C0875878FCF6C54140,165548,0101000020110F00009B81F42D0FB061C1486CE50E132B5041,165228,>1m <=5m,ATBI DATABASE,,1446912105000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291059,3936105,35.546593,-83.304953,Lower Oconaluftee River,Oconaluftee River,2258.900391,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446912105000,GRSM,UNR,,7,,,Smokemont Stables Trail to Towstring Horse Trail,Newfound Gap Road South,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999216000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007A2B7DAE17D454C0E50B129689C14140,165547,0101000020110F00005121543F8CB061C14E57213E74265041,165227,>1m <=5m,ATBI DATABASE,,1446912104000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290154,3932287,35.512004,-83.313941,Lower Oconaluftee River,,2968.567871,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446912104000,GRSM,UNR,,8,,,Enloe-Mingus Cemetery Access,Newfound Gap Road South,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1371168000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000059BC688D96DF54C0AC1CE278EEC44140,165535,0101000020110F0000B596E2A04FBA61C1BF9E46F7FE295041,165213,>1m <=5m,ATBI DATABASE,,1446912097000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273936,3935626,35.538521,-83.49356,Noland Creek,,5745.114746,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912097000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000089B8B8A79ADF54C049B3AC0DEBC44140,165532,0101000020110F0000CE71EA1C53BA61C129E8CD65FB295041,165210,>1m <=5m,ATBI DATABASE,,1446912095000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273913,3935615,35.538416,-83.49381,Noland Creek,,5724.105469,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912095000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000FEA1B2C497DF54C0F318CCFCF6C44140,165534,0101000020110F0000493E43A950BA61C128717FDA072A5041,165212,>1m <=5m,ATBI DATABASE,,1446912096000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273930,3935655,35.538781,-83.493634,Noland Creek,Keeyuga Creek,5756.193359,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912096000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000E27065D79DDF54C08CBFCB1EFEC44140,165530,0101000020110F00004327ABD155BA61C1DD28564C0F2A5041,165208,>1m <=5m,ATBI DATABASE,,1446912094000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273897,3935680,35.538998,-83.494005,Noland Creek,Keeyuga Creek,5757.082031,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912094000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000004E0DD17498DF54C06D8F246900C54140,165533,0101000020110F00003E27D73E51BA61C1647252B0112A5041,165211,>1m <=5m,ATBI DATABASE,,1446912096000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273927,3935687,35.539068,-83.493676,Noland Creek,Keeyuga Creek,5764.304199,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446912096000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000001D2EC8E213DF54C0228C7446A1D44140,165536,0101000020110F00000DC741A7E0B961C17AEC69AE643A5041,165214,>1m <=5m,ATBI DATABASE,,1446912097000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275003,3949214,35.661165,-83.485585,Le Conte Creek,,4192.788574,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912097000,GRSM,UNR,,10,,,Bullhead Trail,"Rainbow Falls, Bull Head Parking A",Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898041600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000625B4B7086DB54C06EBC21B8CAD64140,165541,0101000020110F000022387142DCB661C1A89EC444A73C5041,165219,>1m <=5m,ATBI DATABASE,,1446912100000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280075,3950962,35.678055,-83.430076,Porters Creek,Enloe Hollow Branch,4905.790527,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912100000,GRSM,UNR,,7,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B60BC303E7D554C0A4B197298ADA4140,165546,0101000020110F0000875E9EC115B261C1164C129792405041,165226,>1m <=5m,ATBI DATABASE,,1446912104000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288105,3954017,35.707335,-83.342221,Little Pigeon River Upper,Middle Prong Little Pigeon River,2980.755859,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912104000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933120000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BD20361934D054C04234B3C9F3DD4140,165551,0101000020110F0000D169C5B23EAD61C1ADDC5E7D24445041,165233,>1m <=5m,ATBI DATABASE,,1446912108000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296230,3956786,35.733995,-83.253176,Cosby Creek,,5149.762695,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912108000,GRSM,UNR,,7,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000015ED76C505D154C0ECC4F3C687DD4140,165549,0101000020110F000036A007C6F0AD61C1CDFEAD7BB3435041,165229,>1m <=5m,ATBI DATABASE,,1446912106000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295064,3956447,35.730699,-83.265973,Cosby Creek,Copperhead Branch,4165.072266,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912106000,GRSM,UNR,,9,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C361E85F72D054C05583D9D917DE4140,165550,0101000020110F0000127BE89673AD61C11A4ACE384A445041,165230,>1m <=5m,ATBI DATABASE,,1446912106000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295889,3956916,35.735096,-83.256977,Cosby Creek,,4934.602539,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912106000,GRSM,UNR,,7,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000996A61076FD054C0AB43A3782BDE4140,164006,0101000020110F0000B39475BF70AD61C1EFCE1DC05E445041,165231,>1m <=5m,ATBI DATABASE,,1446912107000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295909,3956982,35.735695,-83.256773,Cosby Creek,,4894.605469,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912107000,GRSM,UNR,,7,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961459200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F946A7C05FD754C035CE4B6A0DDC4140,165524,0101000020110F0000DB994BB855B361C1F6CF52A827425041,165225,>1m <=5m,ATBI DATABASE,,1446912103000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286056,3955378,35.719153,-83.365215,Little Pigeon River Middle,,2696.769531,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912103000,GRSM,UNR,,9,,,Old Settlers Trail,Ramsey Prong Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1238544000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000003D1D8D181DDA54C01CD9EAB9DFDD4140,165543,0101000020110F0000F6F0FB5EA9B561C14018F37F0F445041,165221,>1m <=5m,ATBI DATABASE,,1446912101000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282222,3957051,35.733383,-83.408022,Little Pigeon River Middle,Little Pigeon River,1457.43811,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912101000,GRSM,UNR,,7,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1358640000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,by hand,No,day,cert,ATBI
0101000020E6100000367F6AC1CDD954C00CE5A14FE1D84140,165544,0101000020110F0000B009BBFC65B561C1DD917543D63E5041,165222,>1m <=5m,ATBI DATABASE,,1446912102000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282554,3952712,35.694369,-83.403179,Porters Creek,,2787.962891,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912102000,GRSM,UNR,,7,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874368000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B14C1DB65DD954C00D2CFD141FD94140,163745,0101000020110F0000295CFED306B561C1C1338DDC163F5041,165223,>1m <=5m,ATBI DATABASE,,1446912102000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283178,3952906,35.696254,-83.396341,Porters Creek,,2646.998047,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912102000,GRSM,UNR,,7,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009DBEB29320DB54C0BB83BB6728D84140,165542,0101000020110F00000DBA94BF85B661C177AD74E7143E5041,165220,>1m <=5m,ATBI DATABASE,,1446912100000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280667,3952132,35.688726,-83.423859,Porters Creek,Long Branch,3709.516602,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912100000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899078400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000797828CD90DD54C006713155DCD84140,165540,0101000020110F000045D402E797B861C1DF92B50ED13E5041,165218,>1m <=5m,ATBI DATABASE,,1446912099000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277234,3952827,35.694217,-83.461959,Roaring Fork,,2759.564453,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446912099000,GRSM,UNR,,7,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902966400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CF8A455F43DE54C03FDB67F803D94140,165537,0101000020110F00001DA605902FB961C186964482FA3E5041,165215,>1m <=5m,ATBI DATABASE,,1446912098000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276251,3952986,35.695427,-83.472858,Baskins Creek,Roaring Fork,2589.368896,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912098000,GRSM,UNR,,6,,,Baskins Creek Trail,Roaring Fork Motor Nature Trail,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,871862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A7B3005E80E754C02493862CA8D84140,165512,0101000020110F0000F49F532708C161C1BD9D41839A3E5041,165191,>1m <=5m,ATBI DATABASE,,1446912085000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263179,3953014,35.692625,-83.617206,Little River-Goshen Prong,Grayback Branch,2949.947021,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912085000,GRSM,UNR,,6,,,Little Greenbrier Trail,Little Greenbrier School Unpaved Parking,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1359244800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000003582A68800E854C03B60CA0C90D94140,163507,0101000020110F00004B886B0175C161C12B9AF2008D3F5041,165190,>1m <=5m,ATBI DATABASE,,1446912084000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,262492,3953818,35.699702,-83.625028,Little River-Goshen Prong,,2251.754639,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912084000,GRSM,UNR,,6,,,Little Greenbrier Trail,Wear Cove Gap Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1359244800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000004EB9C774F6E854C0D501428BEFD84140,165509,0101000020110F00002AB114DE45C261C18D27CF25E53E5041,165186,>1m <=5m,ATBI DATABASE,,1446912082000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261119,3953311,35.694803,-83.640038,Little River-Goshen Prong,Sweetwater Branch,1982.021973,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446912082000,GRSM,UNR,,10,,,Little Greenbrier Trail,Wear Cove Gap Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1354406400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000045370509DCED54C0BCC2181722D54140,165504,0101000020110F0000873058886EC661C125866756EB3A5041,165181,>1m <=5m,ATBI DATABASE,,1446912079000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254103,3950204,35.665096,-83.716551,Little River-Rudd Branch,,1575.795898,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912079000,GRSM,UNR,,5,,,Chestnut Top Trail,Townsend Entrance Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1357603200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000F1188B2ACCEA54C09C3984277DD34140,165506,0101000020110F0000AE64D8CAD4C361C1235CAD5633395041,165183,>1m <=5m,ATBI DATABASE,,1446912081000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258396,3948660,35.65225,-83.668707,Little River-Crooked Creek,,2421.060303,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912081000,GRSM,UNR,,8,,,Lumber Ridge Trail,Little River Gorge Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1358035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000910A42FDF7E954C00B8DFA00B1D24140,165507,0101000020110F00000A62289720C361C18A9DD4F75D385041,165184,>1m <=5m,ATBI DATABASE,,1446912081000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259550,3947937,35.64602,-83.655757,Little River-Crooked Creek,Spruce Flats Branch,2404.11792,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912081000,GRSM,UNR,,8,,,Lumber Ridge Trail,Little River Gorge Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1358035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000992AA4D184E854C0549C6DE55AD34140,165380,0101000020110F0000E6A8F75AE5C161C17C4136880F395041,165189,>1m <=5m,ATBI DATABASE,,1446912084000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261617,3948457,35.651205,-83.633103,Little River-Goshen Prong,,2737.939209,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446912084000,GRSM,UNR,,7,,,Curry Mountain Trail,Little River Gorge Road,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1355011200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000089C3E6375AE754C07BD27520ACD74140,165513,0101000020110F0000F546F9C0E7C061C126B89EF3923D5041,165192,>1m <=5m,ATBI DATABASE,,1446912086000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,263367,3952155,35.684934,-83.614877,Little River-Goshen Prong,Poplar Branch,3530.711426,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446912086000,GRSM,UNR,,7,,,Little Greenbrier Trail,Lr Pullout Parking @ Mp 2.509,Valid,Epigaea_repens,Epigaea  repens,14106,Trailing-arbutus,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1359244800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
