the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005F801F0309F254C0CB25EBF6ADBD4140,94472,0101000020110F00004FD1416AFAC961C1C67E0CFA6D225041,96018,>1m <=5m,ATBI DATABASE,,1446877489000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247621,3930040,35.481865,-83.781796,Eagle Creek,,1934.622314,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877489000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive West,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1082851200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000A16A66C088DE54C0D3DA97E012D24140,96591,0101000020110F0000A9D38D7C6AB961C176E22CB6B8375041,96061,>1m <=5m,ATBI DATABASE,,1446877512000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275716,3946979,35.641194,-83.477093,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3451.256104,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446877512000,GRSM,UNR,,3,,,Bullhead Trail,Newfound Gap Road North,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001167719E88DD54C0499A9D17F7D64140,96593,0101000020110F00009B06F8F390B861C11749ADA9D53C5041,96063,>1m <=5m,ATBI DATABASE,,1446877513000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277238,3951183,35.679409,-83.46146,Roaring Fork,,3262.703857,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446877513000,GRSM,UNR,,9,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,871862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000069B70FD93DD054C06CC50BDD7DDD4140,96608,0101000020110F0000E14E7FFA46AD61C10F4A721CA9435041,96077,>1m <=5m,ATBI DATABASE,,1446877521000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,296167,3956388,35.730397,-83.253771,Cosby Creek,Otter Creek,4605.193848,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877521000,GRSM,UNR,,2,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969926400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000029918B046FD054C06B93D82F04DE4140,96606,0101000020110F0000E41D0DBD70AD61C131D1CCA535445041,96075,>1m <=5m,ATBI DATABASE,,1446877521000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,295906,3956849,35.734496,-83.256772,Cosby Creek,,4792.664551,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877521000,GRSM,UNR,,4,,,Maddron Bald Trail,Cosby Campground Road B,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961459200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000EDC4E50BE9DA54C0AB47A5CEDFDD4140,96598,0101000020110F000052D3189656B661C1310AA3950F445041,96067,>1m <=5m,ATBI DATABASE,,1446877515000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281096,3957079,35.733386,-83.42047,Little Pigeon River Middle,Hills Creek,1694.735962,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877515000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Parking Area 1,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897523200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A14B61066CD854C0F48FD22DFADA4140,96600,0101000020110F0000B3644F9039B461C12213E7C007415041,96069,>1m <=5m,ATBI DATABASE,,1446877516000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284552,3954482,35.710753,-83.381589,Little Pigeon River Middle,,1648.263184,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877516000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1157155200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000656B766A6FD854C0C97D87AFEADA4140,96599,0101000020110F000085A892713CB461C1E19C4A8CF7405041,96068,>1m <=5m,ATBI DATABASE,,1446877516000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284532,3954430,35.71028,-83.381796,Little Pigeon River Middle,,1653.86377,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446877516000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1178150400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000004968FBF2AAE154C0E401D3139DD94140,96581,0101000020110F000087370FCB13BC61C1455CD1A09A3F5041,96051,>1m <=5m,ATBI DATABASE,,1446877507000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271450,3953627,35.700099,-83.526055,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1438.114014,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446877507000,GRSM,UNR,,6,,,Gatlinburg Trail,Newfound Gap Road North,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1375920000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000043BF560CAEE154C0C4FE8F6C9ED94140,96580,0101000020110F0000CB8CDB6C16BC61C143055B099C3F5041,96050,>1m <=5m,ATBI DATABASE,,1446877506000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271433,3953632,35.70014,-83.526244,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1398.505615,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446877506000,GRSM,UNR,,4,,,Gatlinburg Trail,Newfound Gap Road North,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1375920000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000C383B71EDDE054C0C342B9B6F5C24140,96583,0101000020110F0000CE8580FB64BB61C15302BD30F0275041,96053,>1m <=5m,ATBI DATABASE,,1446877508000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272085,3933963,35.523117,-83.513492,Forney Creek,Chokeberry Branch,4636.878418,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877508000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004F09D990B7E054C0BC38ACDBA6C14140,96584,0101000020110F0000DFA5701645BB61C16A99CEC892265041,96054,>1m <=5m,ATBI DATABASE,,1446877508000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272264,3932824,35.512898,-83.5112,Noland Creek,,3385.126953,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877508000,GRSM,UNR,,3,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087516800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D218CEB193E054C09EF067BF88C14140,96585,0101000020110F00007069479F26BB61C15FA3275E73265041,96055,>1m <=5m,ATBI DATABASE,,1446877509000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272460,3932717,35.511979,-83.509011,Noland Creek,,3266.10498,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446877509000,GRSM,UNR,,7,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000093949B784CE854C086D0B7C827C94140,96575,0101000020110F0000C62AC87FB5C161C19E19C3C8672E5041,96045,>1m <=5m,ATBI DATABASE,,1446877503000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261692,3939608,35.57152,-83.629663,Little River-Crooked Creek,Indian Flats Prong,4415.32959,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877503000,GRSM,UNR,,1,,,Appalachian Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000010ED08DF4FE854C0AD6FD6A31AC94140,96574,0101000020110F00004C330963B8C161C10D99550F5A2E5041,96044,>1m <=5m,ATBI DATABASE,,1446877503000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261672,3939564,35.571119,-83.629871,Little River-Crooked Creek,Indian Flats Prong,4462.538574,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877503000,GRSM,UNR,,2,,,Appalachian Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000A13C7DAE3DE954C04C63C4DD97CA4140,96566,0101000020110F0000B2C3F95B82C261C15474D424E82F5041,96038,>1m <=5m,ATBI DATABASE,,1446877500000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260391,3940890,35.582753,-83.644386,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877500000,GRSM,UNR,,5,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B0FC7B813DE954C0C4765A2B98CA4140,96568,0101000020110F00006DC3C03582C261C1D554DA75E82F5041,96039,>1m <=5m,ATBI DATABASE,,1446877500000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260392,3940891,35.582762,-83.644375,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877500000,GRSM,UNR,,5,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841881600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C90504C63CE954C02A755C9C97CA4140,96570,0101000020110F0000422C899681C261C152D886E0E72F5041,96040,>1m <=5m,ATBI DATABASE,,1446877501000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260396,3940889,35.582745,-83.64433,Little River-Crooked Creek,Greenbriar Branch,4364.883301,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877501000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B68AAF8A38E954C0D6BF8AE48FCB4140,96572,0101000020110F00001D9C76FE7DC261C1CFD9442BEB305041,96042,>1m <=5m,ATBI DATABASE,,1446877502000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260442,3941729,35.590322,-83.644072,Little River-Crooked Creek,,3936.14209,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877502000,GRSM,UNR,,9,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837993600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002554695140E954C09B0701106FCB4140,96571,0101000020110F000064F32F9984C261C1165EACE1C8305041,96041,>1m <=5m,ATBI DATABASE,,1446877501000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260396,3941619,35.58932,-83.644547,Little River-Crooked Creek,Double Trestle Branch,3968.430664,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877501000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000BED1F9B641E954C03FA6330C6CCB4140,96564,0101000020110F0000C7EBDDC885C261C16B399EBBC5305041,96036,>1m <=5m,ATBI DATABASE,,1446877499000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260388,3941609,35.589228,-83.644632,Little River-Crooked Creek,Double Trestle Branch,3960.17334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877499000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E57EF78941E954C0C5B9C9596CCB4140,96565,0101000020110F00000702A4A285C261C168C7A50CC6305041,96037,>1m <=5m,ATBI DATABASE,,1446877499000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260389,3941610,35.589237,-83.644621,Little River-Crooked Creek,Double Trestle Branch,3960.17334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877499000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837216000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006D6C8BD228EA54C0643D182566CD4140,96558,0101000020110F0000142281104AC361C1038B7757D6325041,96031,>1m <=5m,ATBI DATABASE,,1446877496000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259156,3943357,35.604673,-83.658738,Little River-Crooked Creek,Sams Creek,2773.882812,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877496000,GRSM,UNR,,3,,,Middle Prong Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000B5A47BE7C1E854C02B398C21B7CC4140,96573,0101000020110F0000DDF8303C19C261C179FD12881F325041,96043,>1m <=5m,ATBI DATABASE,,1446877502000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261125,3942711,35.599332,-83.636831,Little River-Crooked Creek,Doghobble Branch,2877.449219,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877502000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841017600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000025065BCEC0E954C0C61904DC07CE4140,96560,0101000020110F000096D22CB9F1C261C18EB258457F335041,96033,>1m <=5m,ATBI DATABASE,,1446877497000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943889,35.609608,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877497000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000079E6D9D0C0E954C0F3DE207308CE4140,96562,0101000020110F0000A16B4BBBF1C261C1AB9634E37F335041,96035,>1m <=5m,ATBI DATABASE,,1446877498000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943891,35.609626,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877498000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,836179200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E2EC99CFC0E954C0637C922708CE4140,96561,0101000020110F000064AA3BBAF1C261C159A446947F335041,96034,>1m <=5m,ATBI DATABASE,,1446877498000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259746,3943890,35.609617,-83.652389,Little River-Crooked Creek,Lynn Camp Prong,2866.902832,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877498000,GRSM,UNR,,1,,,Middle Prong Trail,Upper Tremont Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000595EDB3687F554C0FD657A40DBC94140,96535,0101000020110F0000033976DCF1CC61C134AD882E232F5041,96006,>1m <=5m,ATBI DATABASE,,1446877482000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242972,3940736,35.576997,-83.836374,Abrams Creek Upper,Wildcat Branch,1925.342041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877482000,GRSM,UNR,,3,,,Gregory Ridge Trail,Forge Creek Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,965088000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E208A829AFF354C06E74119003C84140,96543,0101000020110F0000805398F260CB61C1911CBBAD362D5041,96014,>1m <=5m,ATBI DATABASE,,1446877487000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245538,3939064,35.562602,-83.807562,Abrams Creek Upper,Mill Creek,2601.887939,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877487000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900979200000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002B32D23CF4F154C0DF8629B50ACB4140,96547,0101000020110F000077EB6BC5E8C961C11B11281360305041,96020,>1m <=5m,ATBI DATABASE,,1446877490000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248063,3941619,35.586257,-83.780528,Abrams Creek Upper,Rowans Creek,2345.133789,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446877490000,GRSM,UNR,,2,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Actaea_pachypoda,Actaea  pachypoda,789,White Baneberry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Ranunculales, , , , ,Ranunculaceae, ,~,observed, ,day,cert,Fridley Veg Plots
