the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000046B8AD53C3F554C042D3F11C3ABA4140,223976,0101000020110F0000EE6131EA24CD61C115920A4AD41E5041,223901,>1m <=5m,ATBI DATABASE,,1446945601000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242249,3927198,35.454892,-83.840043,Lake Cheoah-Little Tennessee River,,1395.165649,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945601000,GRSM,UNR,,2,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1081728000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E61000003F6D4FEEE9DF54C045BB4C45D1C74140,223995,0101000020110F00007EC91D7196BA61C165CD2D2C022D5041,223920,>1m <=5m,ATBI DATABASE,,1446945613000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273538,3938139,35.561067,-83.498649,Forney Creek,Forney Creek,6480.030762,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945613000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993859200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000D5DEEC7ED1DF54C0635D49E3F1C74140,223997,0101000020110F0000D7796AB081BA61C1DDF1B939242D5041,223922,>1m <=5m,ATBI DATABASE,,1446945614000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273676,3938246,35.562062,-83.497158,Noland Creek,Forney Creek,6600.371094,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446945614000,GRSM,UNR,,6,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058400000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,unspecified, , ,cert,ATBI Coleoptera Survey
0101000020E610000015BDF38E2ADB54C01A79F330C1CC4140,224046,0101000020110F00009846C2398EB661C1E64C1E0A2A325041,223971,>1m <=5m,ATBI DATABASE,,1446945645000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280368,3942250,35.599639,-83.424469,Deep Creek,,4523.935547,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446945645000,GRSM,UNR,,4,,,Deep Creek Trail,Newfound Gap Road South,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027296000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000377F9AFAC3DA54C0CE2BE2719ACF4140,224049,0101000020110F00007A29D61A37B661C186AAC5DC23355041,223974,>1m <=5m,ATBI DATABASE,,1446945647000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280996,3944705,35.621894,-83.418208,West Prong Little Pigeon River Upper,,4987.98877,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945647000,GRSM,UNR,,6,,,Appalachian Trail,Newfound Gap Road North,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058572800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E610000045B3BAEEF0DA54C0F24F13F744CE4140,224048,0101000020110F00002E01B1485DB661C1E7A9FE1ABF335041,223973,>1m <=5m,ATBI DATABASE,,1446945646000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280719,3943555,35.611473,-83.420951,Upper Oconaluftee River,Mine Branch,5284.617188,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945646000,GRSM,UNR,,7,,,Appalachian Trail,Newfound Gap Road North,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058400000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E610000069DBB44266DC54C09442E132F5CD4140,224038,0101000020110F0000CB6D005A9AB761C14BD8F2C66B335041,223963,>1m <=5m,ATBI DATABASE,,1446945640000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278648,3943336,35.609039,-83.443737,Deep Creek,Deep Creek,5156.595215,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446945640000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #4,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,997920000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000A67266FD9EDC54C01F84E2C9D9CD4140,224037,0101000020110F000063482188CAB761C1FD93C3244F335041,223962,>1m <=5m,ATBI DATABASE,,1446945639000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278332,3943251,35.608202,-83.4472,Deep Creek,Road Prong,5371.299805,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446945639000,GRSM,UNR,,8,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993686400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E610000097E1F34EBBDF54C0C40493ED0CD14140,224030,0101000020110F000047D469D86EBA61C16B4A12F9A6365041,223955,>1m <=5m,ATBI DATABASE,,1446945635000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273999,3946135,35.6332,-83.495803,West Prong Little Pigeon River Upper,,3085.489502,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945635000,GRSM,UNR,,6,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993686400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,unspecified,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000D76AE9B37EDF54C07C7D777C52D14140,224033,0101000020110F000062FB7B5F3BBA61C1BD5BB4A8EF365041,223958,>1m <=5m,ATBI DATABASE,,1446945637000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274340,3946362,35.635323,-83.492104,West Prong Little Pigeon River Upper,,2956.385254,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945637000,GRSM,UNR,,10,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058313600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,beating, , ,cert,ATBI Coleoptera Survey
0101000020E610000050FCE38087DE54C0348159E324D54140,224036,0101000020110F000079CA316D69B961C14FB62743EE3A5041,223961,>1m <=5m,ATBI DATABASE,,1446945638000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275790,3949640,35.665181,-83.477016,Le Conte Creek,Le Conte Creek,3337.887695,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945638000,GRSM,UNR,,1,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1028160000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E610000072892D81F7DF54C08599949491D74140,224016,0101000020110F0000639052F8A1BA61C172DEAB31773D5041,223941,>1m <=5m,ATBI DATABASE,,1446945626000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273810,3951793,35.684123,-83.499477,Le Conte Creek,Le Conte Creek,2134.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945626000,GRSM,UNR,,7,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,994377600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Lindgren funnel trap, , ,cert,ATBI Pilot Study
0101000020E6100000A1D1740ECFDE54C08B9680BB93D64140,224035,0101000020110F0000AE104F32A6B961C1D3213AC76D3C5041,223960,>1m <=5m,ATBI DATABASE,,1446945638000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275426,3950892,35.676377,-83.481384,Le Conte Creek,,2660.348145,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945638000,GRSM,UNR,,6,,,Trillium Gap Trail,"Rainbow Falls, Bull Head Parking B",Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993859200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000A463376192DB54C0A9EBFD045FD64140,224043,0101000020110F000068E4AF66E6B661C1948599AA363C5041,223968,>1m <=5m,ATBI DATABASE,,1446945643000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280000,3950599,35.674768,-83.430805,Porters Creek,Trillium Branch,4571.896484,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446945643000,GRSM,UNR,,4,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1024358400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Malaise trap (Townes),No, ,cert,ATBI Pilot Study
0101000020E61000005ADCD56473D954C02717F02D0AD64140,224052,0101000020110F000091FE383E19B561C186ECBCF7DD3B5041,223977,>1m <=5m,ATBI DATABASE,,1446945649000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282993,3950238,35.672179,-83.397664,Porters Creek,Porters Creek,2648.368896,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446945649000,GRSM,UNR,,8,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058486400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000928D601374D954C00257B4648ED54140,224050,0101000020110F0000DC0476D219B561C19B1B908E5C3B5041,223975,>1m <=5m,ATBI DATABASE,,1446945648000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282979,3949819,35.668401,-83.397706,Porters Creek,Boulevard Prong,2778.78418,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446945648000,GRSM,UNR,,4,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993859200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000081022D2DCD154C0A40632C6FDDD4140,224060,0101000020110F00007148476AA7AE61C1AE572CF02E445041,223985,>1m <=5m,ATBI DATABASE,,1446945654000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,293886,3956874,35.7343,-83.279099,Cosby Creek,Dunn Creek,3360.566162,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446945654000,GRSM,UNR,,8,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E61000006AABB01E59D854C0A77E7594C4DA4140,224055,0101000020110F000094BEF58129B461C1CA8AEAB0CF405041,223980,>1m <=5m,ATBI DATABASE,,1446945650000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284652,3954298,35.709117,-83.380435,Little Pigeon River Middle,,1677.305664,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446945650000,GRSM,UNR,,6,,,Old Settlers Trail,Old Settlers,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993600000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E61000004D90D1345AD854C0DF0583D84ADA4140,224054,0101000020110F0000A9AF2C6E2AB461C11EFDCA5D50405041,223979,>1m <=5m,ATBI DATABASE,,1446945650000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284636,3953886,35.705402,-83.380502,Porters Creek,,1776.036377,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446945650000,GRSM,UNR,,4,,,Old Settlers Trail,Ramsey Prong Road,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993772800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,by hand,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000BF835D1C4EDB54C0320ADD806AD84140,224047,0101000020110F00005E8B976BACB661C1C5FEC8055A3E5041,223972,>1m <=5m,ATBI DATABASE,,1446945646000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280421,3952362,35.690743,-83.426638,Little Pigeon River Middle,Rhododendron Creek,3736.6604,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446945646000,GRSM,UNR,,2,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058486400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,unspecified, , ,cert,ATBI Coleoptera Survey
0101000020E610000025235310CCE854C0EC42C2E3DAD74140,223986,0101000020110F0000C54716DD21C261C1B2F14BD9C33D5041,223911,>1m <=5m,ATBI DATABASE,,1446945607000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261328,3952368,35.686361,-83.637451,Little River-Goshen Prong,Brier Branch,1839.566772,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945607000,GRSM,UNR,,4,,,Little Brier Gap Trail,Little Greenbrier School Unpaved Parking,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058400000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,beating, , ,cert,ATBI Coleoptera Survey
0101000020E6100000917C20D778E654C084FB91BA0ED74140,223987,0101000020110F0000F2C2155728C061C1CFC45560EE3C5041,223912,>1m <=5m,ATBI DATABASE,,1446945608000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264598,3951589,35.68013,-83.601121,Little River-Goshen Prong,Jay Bird Branch,3119.575195,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945608000,GRSM,UNR,,4,,,Laurel Falls Trail,Little River Gorge Road,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1160092800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000FF9B4760F4E554C0825BF3BA30D64140,223988,0101000020110F0000E98297D6B7BF61C1CE778345063C5041,223913,>1m <=5m,ATBI DATABASE,,1446945608000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265310,3950818,35.673355,-83.593036,Little River-Goshen Prong,Laurel Branch,2349.56958,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945608000,GRSM,UNR,,1,,,Laurel Falls Trail,Laurel Falls Quiet Walkway Parking,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058572800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,unspecified, , ,cert,ATBI Coleoptera Survey
0101000020E61000000F796B6303E054C0CC73CF8A8DD74140,223999,0101000020110F0000107C1910ACBA61C18DA3BDF8723D5041,223924,>1m <=5m,ATBI DATABASE,,1446945615000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273744,3951781,35.684,-83.500203,Le Conte Creek,Le Conte Creek,2151.88623,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945615000,GRSM,UNR,,6,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993513600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E6100000953113DF45E154C024CB4CE04BD44140,223994,0101000020110F000049B7A4F2BDBB61C1DDCCD6690B3A5041,223919,>1m <=5m,ATBI DATABASE,,1446945612000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271890,3949004,35.658559,-83.519886,West Prong Little Pigeon River Upper,Critter Branch,1982.700684,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945612000,GRSM,UNR,,7,,,Balsam Point Quiet Walkway,Campbell Overlook Parking,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,baited pitfall trap, , ,cert,ATBI Coleoptera Survey
0101000020E6100000E3B228F1BBE254C05AE0D201EECD4140,223990,0101000020110F00009D5569A5FBBC61C1F690B64364335041,223915,>1m <=5m,ATBI DATABASE,,1446945610000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269680,3943539,35.608819,-83.542717,Little River-Goshen Prong,Wars Branch,3261.746094,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446945610000,GRSM,UNR,,1,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1020902400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Malaise trap (Townes),No, ,cert,ATBI Pilot Study
0101000020E610000033334F88A2F554C0B3CD3CA28ACB4140,223981,0101000020110F0000BED0001009CD61C1B2A232ADE5305041,223906,>1m <=5m,ATBI DATABASE,,1446945604000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242863,3942201,35.590161,-83.838041,Abrams Creek Upper,,1783.1875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446945604000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Odontopus_calceatus,Odontopus  calceatus,27121,Yellow Poplar Weevil,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1051056000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Cucujiformia,Polyphaga, ,Curculionoidea,Curculionidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
