the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000FD5F7BE7E9ED54C009743F0ACBBB4140,14421,0101000020110F0000EFAAC04F7AC661C1DDD1405776205041,13667,>1m <=5m,ATBI DATABASE,,1446831166000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253420,3928242,35.467127,-83.717397,Hazel Creek,Laurel Branch,1948.856323,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831166000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1096934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000E6BC064A58F354C0D74C8351B2CD4140,14414,0101000020110F00005560782A17CB61C15ECA89E925335041,13660,>1m <=5m,ATBI DATABASE,,1446831162000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246159,3943976,35.606997,-83.80226,Abrams Creek Upper,,1807.006226,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831162000,GRSM,UNR,,7,,,John Oliver Cabin access ,Cades Cove Loop Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899337600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C12C73A18FF354C05A9F770510CE4140,14410,0101000020110F0000D215DE2A46CB61C1832816CC87335041,13657,>1m <=5m,ATBI DATABASE,,1446831160000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245862,3944302,35.609857,-83.805637,Abrams Creek Upper,Feezell Branch,1967.669189,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831160000,GRSM,UNR,,7,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901497600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000595EDB3687F554C0FD657A40DBC94140,14401,0101000020110F0000033976DCF1CC61C134AD882E232F5041,13649,>1m <=5m,ATBI DATABASE,,1446831156000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242972,3940736,35.576997,-83.836374,Abrams Creek Upper,Wildcat Branch,1925.342041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831156000,GRSM,UNR,,3,,,Gregory Ridge Trail,Forge Creek Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,965088000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EB1B8E6AB5F054C0C465238485C74140,14418,0101000020110F00002AAC00FFD9C861C16B04C315B32C5041,13664,>1m <=5m,ATBI DATABASE,,1446831164000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249741,3938518,35.558755,-83.761069,Eagle Creek,,3876.237305,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831164000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BF57358772F254C016AB14AFB0C54140,14415,0101000020110F0000B830A10754CA61C1BED108ADC92A5041,13661,>1m <=5m,ATBI DATABASE,,1446831162000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247233,3937000,35.544448,-83.788236,Eagle Creek,Lawson Gant Lot Branch,4536.442871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831162000,GRSM,UNR,,7,,,Appalachian Trail,Cades Cove Loop Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002B08C26E88F354C0691138AF7DC54140,14407,0101000020110F00003B60DE0D40CB61C1A44C8171942A5041,13654,>1m <=5m,ATBI DATABASE,,1446831158000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245690,3936871,35.542891,-83.805198,Abrams Creek Upper,,3858.862793,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831158000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000083788A4088F354C0B6F85FB17DC54140,14408,0101000020110F0000CAD39DE63FCB61C1F35CC173942A5041,13655,>1m <=5m,ATBI DATABASE,,1446831159000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245691,3936871,35.542892,-83.805187,Abrams Creek Upper,,3872.528809,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831159000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007D2C2EA28EF354C0E9E311446CC54140,14404,0101000020110F00007A28115245CB61C159BE2A43822A5041,13652,>1m <=5m,ATBI DATABASE,,1446831157000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245654,3936813,35.54236,-83.805577,Abrams Creek Upper,,3968.437744,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831157000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D59CF6738EF354C036CB39466CC54140,14406,0101000020110F0000099CD02A45CB61C1AECD6A45822A5041,13653,>1m <=5m,ATBI DATABASE,,1446831158000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245655,3936813,35.54236,-83.805566,Abrams Creek Upper,,3968.437744,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831158000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E2860D8662F354C04800D91956C54140,14413,0101000020110F000057D9A8DB1FCB61C138049D206B2A5041,13659,>1m <=5m,ATBI DATABASE,,1446831161000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245896,3936731,35.541683,-83.802884,Abrams Creek Upper,Ekaneetlee Creek,4179.033691,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831161000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001511AAD965F354C0A4A255605AC54140,14411,0101000020110F0000B4F7EEAE22CB61C18B10FF966F2A5041,13658,>1m <=5m,ATBI DATABASE,,1446831161000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245878,3936746,35.541814,-83.803087,Abrams Creek Upper,Ekaneetlee Creek,4165.943848,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831161000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000065E91DE314F254C08C6F8CCAF1C44140,14416,0101000020110F0000ABF11F8004CA61C11BA8166E022A5041,13662,>1m <=5m,ATBI DATABASE,,1446831163000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247733,3936339,35.538622,-83.782521,Eagle Creek,,4046.238281,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831163000,GRSM,UNR,,5,,,Appalachian Trail,Cades Cove Loop Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000043B14A267DF154C0AC22537336C44140,14417,0101000020110F000001E033A183C961C182AED7E73E295041,13663,>1m <=5m,ATBI DATABASE,,1446831164000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248555,3935681,35.532905,-83.773259,Eagle Creek,,4150.174805,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831164000,GRSM,UNR,,7,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000CB10A6ACCFF354C0A7C148CAFEC24140,14403,0101000020110F000051A4508F7CCB61C1A3FF6BA9F9275041,13651,>1m <=5m,ATBI DATABASE,,1446831157000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245234,3934719,35.523394,-83.809546,Eagle Creek,Big Tommy Branch,3498.822021,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831157000,GRSM,UNR,,4,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,894585600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005126ECDD2AF454C057A14D8A26C34140,14402,0101000020110F0000579E7602CACB61C17C3A682423285041,13650,>1m <=5m,ATBI DATABASE,,1446831156000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244733,3934868,35.524607,-83.815112,Eagle Creek,Big Tommy Branch,3852.637939,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831156000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000350EE62387F654C05B3F343501C24140,14400,0101000020110F0000BA1F1B38CBCD61C1ABA5400EF1265041,13648,>1m <=5m,ATBI DATABASE,,1446831155000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241359,3933971,35.515655,-83.851994,Lake Cheoah-Little Tennessee River,Moore Springs Branch,4585.437012,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831155000,GRSM,UNR,,7,,,Long Hungry Ridge Trail,Parson Branch Road (closed Winter),Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000006AA35B2B31F854C081A4782ADAC34140,14399,0101000020110F0000E278BC0B35CF61C17D4C4998DE285041,13647,>1m <=5m,ATBI DATABASE,,1446831155000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239047,3935641,35.530089,-83.877997,Abrams Creek Lower,Panther Creek,3738.291748,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831155000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000684800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000004931310A20FE54C042A2276ACBC74140,14397,0101000020110F000099CAE2053FD461C131DD0D0FFC2C5041,13645,>1m <=5m,ATBI DATABASE,,1446831154000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230742,3939308,35.560888,-83.970701,Abrams Creek Lower,Panther Creek,1141.079468,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831154000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000857600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000005CA71FD74FF54C0F3070C6406C74140,14396,0101000020110F0000B55C949760D561C120971D5F2E2C5041,13644,>1m <=5m,ATBI DATABASE,,1446831153000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228835,3938698,35.554876,-83.991511,Abrams Creek Lower,Panther Creek,964.237915,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831153000,GRSM,UNR,,2,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FA40E3A3D4FA54C0070AB6FD6ACC4140,14398,0101000020110F0000824C32B972D161C1F2D7EA00D0315041,13646,>1m <=5m,ATBI DATABASE,,1446831154000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235528,3943176,35.597008,-83.919224,Abrams Creek Lower,Scott Gap Branch,1944.191772,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831154000,GRSM,UNR,,3,,,Rabbit Creek Trail,Abrams Creek Ranger Station Parking,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,963792000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005A5877F9A4F354C0D33E0B8696D24140,14409,0101000020110F00006151754B58CB61C1BBCE0D4B42385041,13656,>1m <=5m,ATBI DATABASE,,1446831159000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245856,3948228,35.645212,-83.80694,Little River-Hesse Creek,,1884.216797,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831159000,GRSM,UNR,,5,,,Ace Gap Trail,Rich Mountain Road (closed Winter),Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
