the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000006CBEB76D08E454C0BDFB9199C0BA4140,196615,0101000020110F0000C77BEE0616BE61C14FBC6383601F5041,196492,>1m <=5m,ATBI DATABASE,,1446930145000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267409,3926965,35.458996,-83.56301,Forney Creek,,1694.72168,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446930145000,GRSM,UNR,,3,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087430400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E610000039CD429B19F254C01E7BC74750CD4140,196607,0101000020110F0000C1B2338208CA61C184ADA380BF325041,196485,>1m <=5m,ATBI DATABASE,,1446930141000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247912,3943594,35.604006,-83.782809,Abrams Creek Upper,Abrams Creek,1843.012085,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930141000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1183420800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,ATBI
0101000020E61000008971E0D099F254C07C2107A64CCC4140,196606,0101000020110F00000C4D9C6575CA61C14C71C34FB0315041,196484,>1m <=5m,ATBI DATABASE,,1446930141000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247178,3942735,35.596082,-83.790634,Abrams Creek Upper,Sea Branch,1853.951904,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930141000,GRSM,UNR,,7,,,Cades Cove Horse Trail,Lone Grove Parking,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1223078400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,Monarch Watch
0101000020E6100000AB5364FBF0F254C01D95169396CC4140,196599,0101000020110F000005D6556DBFCA61C17BF4AF86FD315041,196477,>1m <=5m,ATBI DATABASE,,1446930137000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246703,3942999,35.598338,-83.795954,Abrams Creek Upper,Sea Branch,1792.001831,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930137000,GRSM,UNR,,6,,,John Oliver Cabin access ,Sparks Lane Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1254528000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,Monarch Watch
0101000020E61000004F9CB829F9F254C0B75BE52599CC4140,196595,0101000020110F0000EDBD0C60C6CA61C1C5BFCF3600325041,196473,>1m <=5m,ATBI DATABASE,,1446930134000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246658,3943009,35.598417,-83.796454,Abrams Creek Upper,Sea Branch,1787.830078,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930134000,GRSM,UNR,,6,,,John Oliver Cabin access ,Sparks Lane Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191628800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,Monarch Watch
0101000020E61000003962AC50D3F254C014D7FDDFE8CC4140,196601,0101000020110F00006572233BA6CA61C196FB797D53325041,196479,>1m <=5m,ATBI DATABASE,,1446930138000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246875,3943273,35.60085,-83.794144,Abrams Creek Upper,Rowans Creek,1785.962524,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930138000,GRSM,UNR,,6,,,John Oliver Cabin access ,Sparks Lane Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1286928000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,Monarch Watch
0101000020E6100000EDCC5B0DFAF554C03E3F867A39CC4140,196522,0101000020110F0000F8579E6453CD61C10F980B4A9C315041,196457,>1m <=5m,ATBI DATABASE,,1446930125000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242396,3942807,35.595497,-83.843383,Abrams Creek Upper,Abrams Creek,1714.104004,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930125000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1216252800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,ATBI
0101000020E6100000B902CD91BCF454C0F1A153768BCC4140,196589,0101000020110F00005C0343C145CC61C13CFB57EBF1315041,196467,>1m <=5m,ATBI DATABASE,,1446930131000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244160,3943034,35.597999,-83.824005,Abrams Creek Upper,Feezell Branch,1733.156616,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930131000,GRSM,UNR,,6,,,Lawson Cemetery Access,Hyatt Lane,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,591408000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000008968DC7DC9F454C0F33FFE7471CC4140,196586,0101000020110F0000E95CCCBA50CC61C180B3D4C1D6315041,196463,>1m <=5m,ATBI DATABASE,,1446930129000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244086,3942948,35.597206,-83.824794,Abrams Creek Upper,Feezell Branch,1748.258545,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930129000,GRSM,UNR,,7,,,Lawson Cemetery Access,Hyatt Lane,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1224028800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,Monarch Watch
0101000020E6100000F6712D8D91F554C022E5C4AA43CB4140,196583,0101000020110F00007F94FBA3FACC61C12D817E8F9B305041,196460,>1m <=5m,ATBI DATABASE,,1446930127000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242950,3941958,35.587996,-83.837005,Abrams Creek Upper,,1777.705566,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930127000,GRSM,UNR,,6,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-997833600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000065C4E7DCFAF554C0B412762EA5CB4140,196580,0101000020110F0000F156E31454CD61C1C5EE276701315041,196456,>1m <=5m,ATBI DATABASE,,1446930125000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242377,3942305,35.590972,-83.843432,Abrams Creek Upper,Abrams Creek,1742.684814,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930125000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1061683200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,Malaise trap (Townes),No,day,cert,PKnob moths monitoring
0101000020E6100000E704A264E8F554C0A45552D3E0CB4140,196581,0101000020110F0000082E2A6544CD61C14CF82CB23F315041,196458,>1m <=5m,ATBI DATABASE,,1446930126000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242485,3942504,35.592792,-83.842305,Abrams Creek Upper,Abrams Creek,1711.119995,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930126000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1221696000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,ATBI
0101000020E61000005AC987D35BF754C01176EF80A9C24140,196579,0101000020110F00000A297FDA7FCE61C1E63C33AAA0275041,196455,>1m <=5m,ATBI DATABASE,,1446930124000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240198,3934575,35.520791,-83.864975,Abrams Creek Upper,,4939.609375,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930124000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1191456000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,observed,No,day,cert,ATBI
0101000020E61000007B2A302F83F854C0451B56B1EBC14140,196578,0101000020110F00006D5B80B37ACF61C1A2013F9BDA265041,196454,>1m <=5m,ATBI DATABASE,,1446930124000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238544,3933980,35.514998,-83.883003,Lake Cheoah-Little Tennessee River,,4718.352539,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446930124000,GRSM,UNR,,7,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1028592000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A68A9D8195F354C01CE94359B0D24140,196591,0101000020110F000051125B284BCB61C169B18C485D385041,196468,>1m <=5m,ATBI DATABASE,,1446930131000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245944,3948313,35.646,-83.805996,Little River-Hesse Creek,,1968.457153,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446930131000,GRSM,UNR,,4,,,Ace Gap Trail,Rich Mountain Road,Valid,Junonia_coenia,Junonia  coenia,21184,Buckeye,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,591321600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
